movies_name,movies_rating,movies_tv_rating,movies_genre,movies_year,,Row Labels,Average of movies_rating,,,,,,,,Row Labels,Count of movies_tv_rating,,,,Row Labels,,Row Labels,Count of movies_genre
Watch the Sky,3.7,,"Drama, Sci-Fi",-2017,,,,,,,,,,,,,,,,,,,
Empire of the Sharks,2.8,TV-14,"Action, Adventure, Comedy",(2017 TV Movie),,,,,,,,,,,,,,,,,,,
Vessel,6.2,,"Short, Horror, Sci-Fi",-2012,,,,,,,,,,,,,,,,,,,
Blank,,,"Drama, Sci-Fi, Thriller",(III),,,,,,,,,,,,,,,,,,,
Halo: Combat Evolved Anniversary,8.4,M,"Action, Adventure, Mystery",(2011 Video Game),,,,,,,,,,,,,,,,,,,
Anti-Clock,6.2,,"Drama, Sci-Fi",-1979,,,,,,,,,,,,,,,,,,,
Visitors of the Night,4.9,PG,"Sci-Fi, Thriller",(1995 TV Movie),,,,,,,,,,,,,,,,,,,
Xxxo,8,,"Short, Fantasy, Mystery",-2017,,,,,,,,,,,,,,,,,,,
The Devil-Doll,7,Passed,"Drama, Horror, Sci-Fi",-1936,,,,,,,,,,,,,,,,,,,
Mouse-X,7,,"Short, Mystery, Sci-Fi",-2014,,,,,,,,,,,,,,,,,,,
Diverge,4.6,TV-14,"Drama, Sci-Fi, Thriller",-2016,,,,,,,,,,,,,,,,,,,
Invasion Earth,6.1,,Sci-Fi,-1998,,,,,,,,,,,,,,,,,,,
Star Wars: Revelations,5,PG,"Action, Adventure, Sci-Fi",(2005 Video),,,,,,,,,,,,,,,,,,,
War of the Planets,2.8,PG,"Adventure, Sci-Fi",-1977,,,,,,,,,,,,,,,,,,,
The Terminator: 'Terminated' Deleted Scenes,8.6,Not Rated,"Short, Action, Sci-Fi",(2001 Video),,,,,,,,,,,,,,,,,,,
Star Trek: Generations,7,,"Action, Adventure, Sci-Fi",(1997 Video Game),,,,,,,,,,,,,,,,,,,
Scariest Places on Earth,7.2,TV-PG,"Horror, Mystery, Reality-TV",(2000– ),,,,,,,,,,,,,,,,,,,
The Unexplained Files,7.2,,Sci-Fi,(2013–2014),,,,,,,,,,,,,,,,,,,
M.A.S.K.: Mobile Armored Strike Kommand,,,"Action, Sci-Fi",,,,,,,,,,,,,,,,,,,,
Variant,4.3,,"Sci-Fi, Thriller",(II) (2020),,,,,,,,,,,,,,,,,,,
Bill the Galactic Hero,5.2,,"Comedy, Sci-Fi",-2014,,,,,,,,,,,,,,,,,,,
Grindsploitation,4.5,Unrated,"Action, Crime, Horror",-2016,,,,,,,,,,,,,,,,,,,
Kamen Rider W,8.3,TV-PG,"Action, Adventure, Comedy",(2009–2010),,,,,,,,,,,,,,,,,,,
Lake Eerie,4.6,TV-MA,"Horror, Sci-Fi, Thriller",-2016,,,,,,,,,,,,,,,,,,,
Space Amoeba,5.3,G,"Action, Adventure, Sci-Fi",-1970,,,,,,,,,,,,,,,,,,,
When Women Lost Their Tails,3.8,R,"Comedy, Fantasy, Sci-Fi",-1972,,,,,,,,,,,,,,,,,,,
Transferts,7.2,,"Sci-Fi, Thriller",(2017– ),,,,,,,,,,,,,,,,,,,
Computerman,6.5,,"Short, Action, Comedy",(2003–2004),,,,,,,,,,,,,,,,,,,
Paradox,4.6,TV-MA,"Action, Drama, Sci-Fi",(III) (2016),,,,,,,,,,,,,,,,,,,
The Immortal Wars: Rebirth,6.6,,Sci-Fi,-2020,,,,,,,,,,,,,,,,,,,
Toxin,2.7,Not Rated,"Drama, Horror, Sci-Fi",-2015,,,,,,,,,,,,,,,,,,,
Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,6.6,,"Comedy, Horror, Sci-Fi",-2009,,,,,,,,,,,,,,,,,,,
A Thousand Kisses Deep,5,Not Rated,"Romance, Sci-Fi, Thriller",-2011,,,,,,,,,,,,,,,,,,,
Aliens: Fireteam Elite,6.6,M,"Action, Sci-Fi, Thriller",(2021 Video Game),,,,,,,,,,,,,,,,,,,
I Was a Teenage Frankenstein,5.2,Unrated,"Horror, Sci-Fi",-1957,,,,,,,,,,,,,,,,,,,
The Martian VR Experience,7.4,,"Short, Sci-Fi",-2016,,,,,,,,,,,,,,,,,,,
Pig,5.8,Not Rated,"Drama, Mystery, Sci-Fi",(I) (2011),,,,,,,,,,,,,,,,,,,
Firestorm,3.2,R,"Action, Sci-Fi, Thriller",-1997,,,,,,,,,,,,,,,,,,,
Timemaster,3.5,PG-13,"Adventure, Sci-Fi, Western",-1995,,,,,,,,,,,,,,,,,,,
Lethal Virus,1.7,,"Action, Drama, Horror",-2021,,,,,,,,,,,,,,,,,,,
Future Sex,5.6,,"Drama, Fantasy, Romance",(2018– ),,,,,,,,,,,,,,,,,,,
The Diabolical Dr. Z,6.6,Unrated,"Horror, Sci-Fi",-1966,,,,,,,,,,,,,,,,,,,
Madan Senki Ryukendo,8.7,,"Action, Sci-Fi",(2006– ),,,,,,,,,,,,,,,,,,,
Mansquito,3.7,R,"Sci-Fi, Horror",(2005 TV Movie),,,,,,,,,,,,,,,,,,,
Pod,4.4,R,"Horror, Mystery, Sci-Fi",(I) (2015),,,,,,,,,,,,,,,,,,,
Grain,6.1,,"Drama, Sci-Fi",-2017,,,,,,,,,,,,,,,,,,,
Frankenstein: The College Years,4.6,Unrated,"Sci-Fi, Comedy",(1991 TV Movie),,,,,,,,,,,,,,,,,,,
A Fire in the Sky,6,,"Drama, Sci-Fi",(1978 TV Movie),,,,,,,,,,,,,,,,,,,
Revenge of the Stepford Wives,4.9,PG,"Mystery, Sci-Fi, Thriller",(1980 TV Movie),,,,,,,,,,,,,,,,,,,
Collision Earth,3.4,PG,"Action, Adventure, Drama",(2011 TV Movie),,,,,,,,,,,,,,,,,,,
The Brainiac,4.9,Approved,"Horror, Sci-Fi, Thriller",-1962,,,,,,,,,,,,,,,,,,,
Mutant World,2.8,Not Rated,Sci-Fi,-2014,,,,,,,,,,,,,,,,,,,
Dragonquest,2.9,PG-13,"Action, Adventure, Fantasy",(2009 Video),,,,,,,,,,,,,,,,,,,
Battle Beneath the Earth,4.5,Not Rated,"Sci-Fi, Thriller",-1967,,,,,,,,,,,,,,,,,,,
Super Mario Galaxy 2,8.9,E,"Action, Adventure, Family",(2010 Video Game),,,,,,,,,,,,,,,,,,,
Star Fox 64,8.4,K-A,"Action, Adventure, Fantasy",(1997 Video Game),,,,,,,,,,,,,,,,,,,
Who:3,,,Sci-Fi,-2015,,,,,,,,,,,,,,,,,,,
Trip,3.8,,"Horror, Sci-Fi, Thriller",(I) (2021),,,,,,,,,,,,,,,,,,,
G - Zombie,7.5,,Sci-Fi,-2021,,,,,,,,,,,,,,,,,,,
Flash Gordon's Trip to Mars,7,Approved,"Action, Adventure, Family",-1938,,,,,,,,,,,,,,,,,,,
The Gene Generation,4.2,R,"Action, Sci-Fi",-2007,,,,,,,,,,,,,,,,,,,
Untitled Planet of the Apes Project,,,"Action, Sci-Fi",,,,,,,,,,,,,,,,,,,,
The Matrix Online,6.6,T,"Action, Adventure, Sci-Fi",(2005 Video Game),,,,,,,,,,,,,,,,,,,
Nice Girls Don't Explode,5.5,PG,"Comedy, Romance, Sci-Fi",-1987,,,,,,,,,,,,,,,,,,,
The Hands of Orlac,5.6,,"Crime, Horror, Sci-Fi",-1960,,,,,,,,,,,,,,,,,,,
Forsaken,2.9,,"Adventure, Drama, Sci-Fi",-2018,,,,,,,,,,,,,,,,,,,
Burst City,6,,"Action, Music, Sci-Fi",-1982,,,,,,,,,,,,,,,,,,,
Heaven's Door,5.4,PG,"Drama, Family, Sci-Fi",-2012,,,,,,,,,,,,,,,,,,,
The Cloud,6.3,,"Drama, Sci-Fi, Thriller",-2006,,,,,,,,,,,,,,,,,,,
Cruel & Unusual,6.6,Unrated,"Sci-Fi, Thriller",-2014,,,,,,,,,,,,,,,,,,,
Final Voyage,4.9,TV-PG,"Drama, Mystery, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Chimera Strain,4.5,R,"Drama, Sci-Fi, Thriller",-2018,,,,,,,,,,,,,,,,,,,
Stranded,5.3,PG-13,Sci-Fi,-1987,,,,,,,,,,,,,,,,,,,
Valerian: City of Alpha,6.2,,"Adventure, Family, Sci-Fi",(2017 Video Game),,,,,,,,,,,,,,,,,,,
Lil Nas X Feat. Billy Ray Cyrus: Old Town Road,7.3,,"Adventure, Comedy, Music",(2019 Music Video),,,,,,,,,,,,,,,,,,,
Silk,,,"Action, Adventure, Sci-Fi",,,,,,,,,,,,,,,,,,,,
Don't Grow Up,4.6,R,"Drama, Horror, Sci-Fi",-2015,,,,,,,,,,,,,,,,,,,
Future Cops,5.9,Not Rated,"Action, Comedy, Sci-Fi",-1993,,,,,,,,,,,,,,,,,,,
Grizzly Mountain,5.1,G,"Adventure, Family, Fantasy",-1995,,,,,,,,,,,,,,,,,,,
The Mad Ghoul,5.7,Passed,"Horror, Sci-Fi, Thriller",-1943,,,,,,,,,,,,,,,,,,,
Strange New World,5.3,,Sci-Fi,(1975 TV Movie),,,,,,,,,,,,,,,,,,,
Killjoy's Psycho Circus,4.9,Not Rated,"Comedy, Fantasy, Horror",-2016,,,,,,,,,,,,,,,,,,,
Aliens Ate My Homework,4.2,PG,"Adventure, Comedy, Family",(2018 Video),,,,,,,,,,,,,,,,,,,
Twilight Zone: Rod Serling's Lost Classics,6.1,Not Rated,"Drama, Fantasy, Horror",(1994 TV Movie),,,,,,,,,,,,,,,,,,,
Fatal Contact: Bird Flu in America,4.7,TV-14,"Drama, Horror, Sci-Fi",(2006 TV Movie),,,,,,,,,,,,,,,,,,,
Axcellerator,4.3,Not Rated,"Action, Sci-Fi",-2020,,,,,,,,,,,,,,,,,,,
Gamera vs. Viras,4.5,Not Rated,"Action, Adventure, Family",-1968,,,,,,,,,,,,,,,,,,,
Threshold,6,PG,"Drama, Sci-Fi",-1981,,,,,,,,,,,,,,,,,,,
Slender Man: Origins,5,,"Horror, Mystery, Sci-Fi",-2020,,,,,,,,,,,,,,,,,,,
Blank Shores,7.1,,"Short, Drama, Sci-Fi",-2021,,,,,,,,,,,,,,,,,,,
She Demons,4.5,Approved,"Horror, Sci-Fi",-1958,,,,,,,,,,,,,,,,,,,
14 Going on 30,6.3,,"Comedy, Family, Romance",(1988 TV Movie),,,,,,,,,,,,,,,,,,,
Rocket League,7.8,E,"Action, Sci-Fi, Sport",(2015 Video Game),,,,,,,,,,,,,,,,,,,
Within the Rock,4.3,R,"Horror, Sci-Fi",(1996 TV Movie),,,,,,,,,,,,,,,,,,,
Alien: Ore,6.5,,"Short, Horror, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Batman: Arkham City - Catwoman,8.2,T,"Action, Crime, Sci-Fi",(2011 Video Game),,,,,,,,,,,,,,,,,,,
Shark Week,2.4,TV-14,"Action, Adventure, Horror",-2012,,,,,,,,,,,,,,,,,,,
Resident Evil: Revelations 2,7.5,,"Action, Horror, Mystery",(2015 Video Game),,,,,,,,,,,,,,,,,,,
Human Kind Of,7.5,TV-14,"Animation, Comedy, Sci-Fi",-2018,,,,,,,,,,,,,,,,,,,
20th Century Boys 1: Beginning of the End,6.6,,"Adventure, Fantasy, Mystery",-2008,,,,,,,,,,,,,,,,,,,
Category 7: The End of the World,4.5,TV-PG,"Action, Adventure, Drama",-2005,,,,,,,,,,,,,,,,,,,
009-1: The End of the Beginning,4.5,Not Rated,"Action, Crime, Drama",-2013,,,,,,,,,,,,,,,,,,,
How It Ends,,PG-13,"Action, Drama, Fantasy",,,,,,,,,,,,,,,,,,,,
Homeboys in Outer Space,3.5,TV-G,"Comedy, Sci-Fi",(1996–1997),,,,,,,,,,,,,,,,,,,
Assassin's Creed: The Ezio Collection,9,M,"Action, Adventure, Fantasy",(2016 Video Game),,,,,,,,,,,,,,,,,,,
Alien: Covenant - Meet Walter,6.6,,"Short, Sci-Fi",-2017,,,,,,,,,,,,,,,,,,,
Vast Horizon,9.2,,Sci-Fi,(2019–2021),,,,,,,,,,,,,,,,,,,
Body of the Mined,6.8,,"Short, Sci-Fi, Thriller",-2021,,,,,,,,,,,,,,,,,,,
Fatal Conflict,3.4,R,"Action, Drama, Sci-Fi",-2000,,,,,,,,,,,,,,,,,,,
Doctor Who: Dimensions in Time,4.9,,"Short, Comedy, Sci-Fi",(1993 TV Short),,,,,,,,,,,,,,,,,,,
Jekyll & Hyde: The Musical,6.4,Unrated,"Horror, Musical, Sci-Fi",(2001 TV Movie),,,,,,,,,,,,,,,,,,,
Vibrations,4.6,R,"Drama, Musical, Sci-Fi",(1996 Video),,,,,,,,,,,,,,,,,,,
Summer Time Machine Blues,7.1,,"Comedy, Sci-Fi",-2005,,,,,,,,,,,,,,,,,,,
Intergalactic Swingers,5.1,Not Rated,"Comedy, Sci-Fi",(2013 Video),,,,,,,,,,,,,,,,,,,
Spider-Man Unlimited,7.3,T,"Action, Adventure, Crime",(2014 Video Game),,,,,,,,,,,,,,,,,,,
Xchange,5.5,R,"Sci-Fi, Thriller",-2001,,,,,,,,,,,,,,,,,,,
Speed of Life,4.8,,"Drama, Mystery, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Hot Streets,5.7,TV-14,"Animation, Action, Comedy",(2016–2019),,,,,,,,,,,,,,,,,,,
The Time Tunnel,6.6,,Sci-Fi,(2006 TV Movie),,,,,,,,,,,,,,,,,,,
Crash Bandicoot: Warped,8.8,E,"Action, Adventure, Comedy",(1998 Video Game),,,,,,,,,,,,,,,,,,,
DC Universe Online,7.4,T,"Action, Fantasy, Sci-Fi",(2011 Video Game),,,,,,,,,,,,,,,,,,,
Firebird 2015 AD,3.4,PG,"Action, Romance, Sci-Fi",-1981,,,,,,,,,,,,,,,,,,,
Monstroid,2.7,R,"Horror, Sci-Fi",-1980,,,,,,,,,,,,,,,,,,,
NetForce,5,R,"Action, Drama, Sci-Fi",(1999 TV Movie),,,,,,,,,,,,,,,,,,,
Syberia: The World Before,8,,"Adventure, Drama, Fantasy",(2022 Video Game),,,,,,,,,,,,,,,,,,,
Battle for Skyark,2.7,PG-13,"Action, Adventure, Fantasy",-2017,,,,,,,,,,,,,,,,,,,
Ghost Warrior,5.2,R,"Action, Sci-Fi",-1984,,,,,,,,,,,,,,,,,,,
DC Showcase: Blue Beetle,6.5,,"Animation, Short, Action",-2021,,,,,,,,,,,,,,,,,,,
"Time, the Fourth Dimension",,,Sci-Fi,,,,,,,,,,,,,,,,,,,,
Errors of the Human Body,5.3,Unrated,"Drama, Horror, Mystery",-2012,,,,,,,,,,,,,,,,,,,
Adbhutham,7.6,,"Romance, Sci-Fi",-2021,,,,,,,,,,,,,,,,,,,
Ssshhhh... Koi Hai,7.5,,"Action, Adventure, Drama",(2001–2004),,,,,,,,,,,,,,,,,,,
Elex,6.9,M,"Action, Adventure, Fantasy",(2017 Video Game),,,,,,,,,,,,,,,,,,,
Deep Core,3.1,PG-13,"Action, Sci-Fi, Thriller",-2000,,,,,,,,,,,,,,,,,,,
G.O.D.Tech,,,"Action, Adventure, Drama",,,,,,,,,,,,,,,,,,,,
Interceptor,4.8,R,"Action, Sci-Fi",-1992,,,,,,,,,,,,,,,,,,,
Kamen Rider Black,8.3,TV-PG,"Action, Adventure, Drama",(1987–1988),,,,,,,,,,,,,,,,,,,
The Sixth Gun,5.5,,"Action, Fantasy, Sci-Fi",(2013 TV Movie),,,,,,,,,,,,,,,,,,,
1959,9.9,,"Drama, Sci-Fi",(2021 Video),,,,,,,,,,,,,,,,,,,
Venomous,3.9,PG-13,"Action, Drama, Horror",(2001 Video),,,,,,,,,,,,,,,,,,,
Exit,6.1,,"Drama, Mystery, Sci-Fi",(2020 TV Movie),,,,,,,,,,,,,,,,,,,
Starforce,4.3,PG,"Action, Sci-Fi, Thriller",-2000,,,,,,,,,,,,,,,,,,,
Circle,8.1,,"Mystery, Sci-Fi",-2017,,,,,,,,,,,,,,,,,,,
The Big Game,4.9,,"Action, Adventure, Drama",-1973,,,,,,,,,,,,,,,,,,,
Starhunter Transformation,8.4,,Sci-Fi,(2017– ),,,,,,,,,,,,,,,,,,,
Deadly Invasion: The Killer Bee Nightmare,4,TV-14,"Horror, Sci-Fi, Thriller",(1995 TV Movie),,,,,,,,,,,,,,,,,,,
T Is for Turbo,6.9,,"Short, Action, Comedy",-2011,,,,,,,,,,,,,,,,,,,
Mod Fuck Explosion,6.1,Unrated,"Comedy, Drama, Sci-Fi",-1994,,,,,,,,,,,,,,,,,,,
Historias para no dormir,7.9,,"Crime, Drama, Horror",(1966–1982),,,,,,,,,,,,,,,,,,,
The Secret Adventures of Jules Verne,7,,"Horror, Sci-Fi, Adventure",-2000,,,,,,,,,,,,,,,,,,,
Untitled Star Trek/Section 31 Project,,,"Action, Adventure, Drama",,,,,,,,,,,,,,,,,,,,
Proxy,,,"Short, Sci-Fi",(I) (2020),,,,,,,,,,,,,,,,,,,
Superman: Requiem,4,,"Action, Adventure, Drama",-2011,,,,,,,,,,,,,,,,,,,
Alien Raiders,5.6,R,"Action, Horror, Sci-Fi",-2008,,,,,,,,,,,,,,,,,,,
Stories from Our Future,7.1,,Sci-Fi,(2019– ),,,,,,,,,,,,,,,,,,,
Invasion,5.6,,"Drama, Sci-Fi",-1965,,,,,,,,,,,,,,,,,,,
The Black Hole,3,Not Rated,"Sci-Fi, Thriller",-2016,,,,,,,,,,,,,,,,,,,
Assassination Classroom: The Graduation,5.7,M,"Action, Adventure, Comedy",-2016,,,,,,,,,,,,,,,,,,,
Tekken 3,8.4,T,"Action, Fantasy, Sci-Fi",(1997 Video Game),,,,,,,,,,,,,,,,,,,
Android Kunjappan Ver 5.25,8.2,,"Comedy, Drama, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Creature Features,8.1,,"Comedy, Drama, Horror",(2016– ),,,,,,,,,,,,,,,,,,,
Nightwalkers,,,"Short, Sci-Fi",-2021,,,,,,,,,,,,,,,,,,,
StarCraft II: Wings of Liberty,8.8,T,"Action, Adventure, Sci-Fi",(2010 Video Game),,,,,,,,,,,,,,,,,,,
The Mysterious Island,5.8,PG,"Adventure, Sci-Fi",-1973,,,,,,,,,,,,,,,,,,,
Nightfall,3.3,R,"Drama, Sci-Fi, Thriller",(2000 Video),,,,,,,,,,,,,,,,,,,
Starhyke,3.7,TV-14,"Comedy, Sci-Fi",-2009,,,,,,,,,,,,,,,,,,,
Kung Fury: Street Rage,7.6,T,"Action, Adventure, Comedy",(2015 Video Game),,,,,,,,,,,,,,,,,,,
Chocky,7.7,,"Drama, Sci-Fi",-1984,,,,,,,,,,,,,,,,,,,
Spider-Plant Man,6.3,,"Short, Action, Comedy",(2005 TV Short),,,,,,,,,,,,,,,,,,,
Ultraman: The Ultimate Hero,6.5,TV-PG,"Action, Adventure, Drama",(1993–1995),,,,,,,,,,,,,,,,,,,
Beyond Paranormal,2.7,,"Horror, Sci-Fi",-2021,,,,,,,,,,,,,,,,,,,
Pac-Man the Movie,5.9,,"Short, Sci-Fi",-2012,,,,,,,,,,,,,,,,,,,
Mega Man,,,"Action, Adventure, Sci-Fi",,,,,,,,,,,,,,,,,,,,
The Mutants: Ways of the Heart,3.3,,"Action, Adventure, Comedy",(2008– ),,,,,,,,,,,,,,,,,,,
The Web of Spider-Man,6.8,,"Action, Sci-Fi",(2017– ),,,,,,,,,,,,,,,,,,,
Atomic Apocalypse,3.3,,Sci-Fi,-2018,,,,,,,,,,,,,,,,,,,
Melegvizek országa,7.6,,"Comedy, Drama, Sci-Fi",-2022,,,,,,,,,,,,,,,,,,,
A Nymphoid Barbarian in Dinosaur Hell,2.7,Not Rated,"Fantasy, Horror, Sci-Fi",-1990,,,,,,,,,,,,,,,,,,,
Black Friday,6.3,Approved,"Crime, Drama, Film-Noir",-1940,,,,,,,,,,,,,,,,,,,
Gorath,5.7,Not Rated,"Sci-Fi, Thriller",-1962,,,,,,,,,,,,,,,,,,,
Rock 'Em Sock 'Em Robots,,,Sci-Fi,,,,,,,,,,,,,,,,,,,,
Spiders II: Breeding Ground,3.2,R,"Action, Horror, Sci-Fi",-2001,,,,,,,,,,,,,,,,,,,
Displacement,4.4,,"Sci-Fi, Thriller",(I) (2016),,,,,,,,,,,,,,,,,,,
"Aelita, the Queen of Mars",6.4,Not Rated,"Adventure, Comedy, Drama",-1924,,,,,,,,,,,,,,,,,,,
YU-NO: A Girl Who Chants Love at the Bound of This World,8.2,M,"Adventure, Mystery, Romance",(1996 Video Game),,,,,,,,,,,,,,,,,,,
The Lost Spider Pit Sequence,7.5,,"Short, Horror, Sci-Fi",(2005 Video),,,,,,,,,,,,,,,,,,,
Command & Conquer: Yuri's Revenge,8.3,T,"Action, Sci-Fi, War",(2001 Video Game),,,,,,,,,,,,,,,,,,,
A World of Worlds,2.8,Not Rated,"Action, Adventure, Fantasy",-2020,,,,,,,,,,,,,,,,,,,
Body Troopers,5.5,Not Rated,"Adventure, Family, Sci-Fi",-1996,,,,,,,,,,,,,,,,,,,
War of the Satellites,5.1,Approved,"Horror, Sci-Fi",-1958,,,,,,,,,,,,,,,,,,,
Sexy Timetrip Ninjas,5,,"Comedy, Sci-Fi",-1984,,,,,,,,,,,,,,,,,,,
World's End,6.9,,"Drama, Mystery, Sci-Fi",(2015– ),,,,,,,,,,,,,,,,,,,
The Circuit: Star Crew,4.9,,Sci-Fi,-2019,,,,,,,,,,,,,,,,,,,
Gurren Lagann the Movie: Childhood's End,7.7,TV-PG,"Animation, Action, Comedy",-2008,,,,,,,,,,,,,,,,,,,
Russian sleep experiment,8.4,,"Short, Horror, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Crossworlds,5.2,PG-13,"Action, Sci-Fi, Comedy",(1996 Video),,,,,,,,,,,,,,,,,,,
Stretch Armstrong & the Flex Fighters,6.2,TV-Y7-FV,"Animation, Short, Action",(2017–2018),,,,,,,,,,,,,,,,,,,
Alternative 3,6.9,,"Mystery, Sci-Fi",(1977 TV Movie),,,,,,,,,,,,,,,,,,,
The Mad,4.7,Unrated,"Action, Comedy, Horror",-2007,,,,,,,,,,,,,,,,,,,
Saints Row: Gat Out of Hell,6.3,M,"Action, Comedy, Fantasy",(2015 Video Game),,,,,,,,,,,,,,,,,,,
Shrouded Destiny: A Star Wars Long Tale Fan Film Production,,,"Drama, Sci-Fi",,,,,,,,,,,,,,,,,,,,
L.A.X. 2194,5.2,,"Comedy, Sci-Fi",(1994 TV Movie),,,,,,,,,,,,,,,,,,,
ZillaFoot,4.8,,"Action, Adventure, Fantasy",-2019,,,,,,,,,,,,,,,,,,,
Ultraman: The Next,6.2,,"Action, Adventure, Drama",-2004,,,,,,,,,,,,,,,,,,,
K9,5.2,,"Family, Sci-Fi",(2009–2010),,,,,,,,,,,,,,,,,,,
Taking Tiger Mountain: Revisited,5.5,,"Drama, Sci-Fi",-2019,,,,,,,,,,,,,,,,,,,
Let's Dream,3,,"Horror, Sci-Fi, Thriller",-2021,,,,,,,,,,,,,,,,,,,
A.P.E.X.,4.3,R,"Action, Sci-Fi",-1994,,,,,,,,,,,,,,,,,,,
Psychophonia,3.8,,"Crime, Drama, Horror",-2016,,,,,,,,,,,,,,,,,,,
Mars Needs Women,3.2,Unrated,Sci-Fi,(1968 TV Movie),,,,,,,,,,,,,,,,,,,
Pulse 3,3.7,R,"Horror, Sci-Fi",-2008,,,,,,,,,,,,,,,,,,,
Alien Outbreak,3.5,,Sci-Fi,-2020,,,,,,,,,,,,,,,,,,,
Mandrake,3.5,R,"Action, Adventure, Fantasy",(2010 TV Movie),,,,,,,,,,,,,,,,,,,
Electronic Labyrinth THX 1138 4EB,6.2,,"Sci-Fi, Short",-1967,,,,,,,,,,,,,,,,,,,
Mirror's Edge: Catalyst,6.8,T,"Action, Adventure, Sci-Fi",(2016 Video Game),,,,,,,,,,,,,,,,,,,
Interceptor Force,3.8,R,"Action, Drama, Sci-Fi",-1999,,,,,,,,,,,,,,,,,,,
Heroes & Villains,,,Sci-Fi,,,,,,,,,,,,,,,,,,,,
Super Smash Bros. Melee,9,T,"Action, Fantasy, Sci-Fi",(2001 Video Game),,,,,,,,,,,,,,,,,,,
Twister's Revenge!,2.5,Not Rated,"Action, Comedy, Sci-Fi",-1988,,,,,,,,,,,,,,,,,,,
The Space Children,4.2,Approved,Sci-Fi,-1958,,,,,,,,,,,,,,,,,,,
The Jetsons & WWE: Robo-WrestleMania!,5.6,TV-PG,"Animation, Comedy, Family",(2017 Video),,,,,,,,,,,,,,,,,,,
Swarmed,3.7,PG-13,"Action, Drama, Horror",(2005 TV Movie),,,,,,,,,,,,,,,,,,,
Swamp Zombies 2,4.4,,"Action, Comedy, Horror",-2018,,,,,,,,,,,,,,,,,,,
Prototype 2,7.4,M,"Action, Adventure, Horror",(2012 Video Game),,,,,,,,,,,,,,,,,,,
Star Wars: Galaxy of Sounds,7.1,,Sci-Fi,(2021– ),,,,,,,,,,,,,,,,,,,
Maniac,3.7,Not Rated,"Horror, Sci-Fi",-1934,,,,,,,,,,,,,,,,,,,
Humans vs Zombies,3.9,Not Rated,"Comedy, Horror, Sci-Fi",-2011,,,,,,,,,,,,,,,,,,,
8-Aug,5.6,R,"Action, Drama, Sci-Fi",-2012,,,,,,,,,,,,,,,,,,,
Grey Eyes,5.7,,"Action, Sci-Fi",-2021,,,,,,,,,,,,,,,,,,,
Journey to the Center of Time,3.7,Not Rated,Sci-Fi,-1967,,,,,,,,,,,,,,,,,,,
Avenging Force: The Scarab,1.4,Not Rated,"Action, Sci-Fi",-2010,,,,,,,,,,,,,,,,,,,
The Family Complete,5.9,,"Comedy, Sci-Fi",-2010,,,,,,,,,,,,,,,,,,,
Hulk,6.2,T,"Action, Adventure, Sci-Fi",(2003 Video Game),,,,,,,,,,,,,,,,,,,
Dead Space,,M,"Action, Horror, Mystery",(2023 Video Game),,,,,,,,,,,,,,,,,,,
Half-Shell Heroes: Blast to the Past,6.7,,"Animation, Short, Action",(2015 TV Short),,,,,,,,,,,,,,,,,,,
Caged Heat 3000,3.5,,"Action, Sci-Fi",-1995,,,,,,,,,,,,,,,,,,,
Queen's Blade: Rebellion,6.1,TV-MA,"Animation, Action, Adventure",(2012–2013),,,,,,,,,,,,,,,,,,,
Look and Read,8.2,,"Drama, Family, Fantasy",(1967–2004),,,,,,,,,,,,,,,,,,,
Disney Television Discovers: Talent Showcase,,,"Comedy, Drama, Sci-Fi",(2021– ),,,,,,,,,,,,,,,,,,,
Logan's Run,,,"Action, Adventure, Drama",,,,,,,,,,,,,,,,,,,,
Alien Nation: Dark Horizon,6.5,,"Crime, Drama, Sci-Fi",(1994 TV Movie),,,,,,,,,,,,,,,,,,,
Ares III: Farewell,6.9,,"Short, Adventure, Sci-Fi",(2015 Video),,,,,,,,,,,,,,,,,,,
The War of the Worlds: Next Century,6.9,,"Sci-Fi, Thriller",-1981,,,,,,,,,,,,,,,,,,,
Batman: Arkham Underworld,6.7,,"Action, Adventure, Crime",(2016 Video Game),,,,,,,,,,,,,,,,,,,
Aftershock,4.1,R,"Action, Sci-Fi",-1990,,,,,,,,,,,,,,,,,,,
Slice,6.8,Not Rated,"Action, Crime, Drama",-2009,,,,,,,,,,,,,,,,,,,
Marvel: Ultimate Alliance 2,7.5,T,"Action, Adventure, Fantasy",(2009 Video Game),,,,,,,,,,,,,,,,,,,
DC Showcase: Kamandi: The Last Boy on Earth!,6.9,,"Animation, Short, Action",-2021,,,,,,,,,,,,,,,,,,,
Karate Cop,2.9,R,"Action, Sci-Fi",-1991,,,,,,,,,,,,,,,,,,,
RedaKai,5.4,,"Animation, Action, Adventure",(2011– ),,,,,,,,,,,,,,,,,,,
Blood Freak,3.6,X,"Horror, Sci-Fi",-1972,,,,,,,,,,,,,,,,,,,
Deadly Descent: The Abominable Snowman,2.9,,"Action, Adventure, Horror",(2013 TV Movie),,,,,,,,,,,,,,,,,,,
